FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,SLEEP_HOURS,DAILY_SHOUTING,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,WORK_LIFE_BALANCE_SCORE,GENDER_NEW,AGE_GROUP
2,1,5,4,4,2,0,2,1,6,0,1,6,2,586.4,1,2
3,5,3,7,10,2,3,3,8,6,3,2,1,1,640.5,0,1
5,3,5,10,2,1,7,0,6,7,2,2,8,5,693.0,1,1
2,3,7,7,9,1,6,7,5,8,3,2,7,6,696.4,1,1
4,4,3,8,6,2,7,7,1,6,7,1,1,0,608.5,1,2
1,2,10,5,10,2,5,5,3,8,1,2,5,10,670.5,1,1
4,4,5,8,5,1,9,8,6,7,6,2,3,9,718.5,1,3
3,1,10,3,10,2,1,1,4,5,10,2,1,10,644.6,1,2
4,2,6,10,10,1,3,1,3,8,3,1,1,4,655.2,1,1
5,1,7,5,6,1,8,1,5,9,2,2,8,1,698.3,1,1
2,3,6,6,10,1,3,5,2,7,3,2,3,10,678.6,1,1
2,4,2,4,4,2,6,5,8,6,5,2,0,0,638.8,1,2
0,5,5,6,10,2,6,0,3,5,0,2,0,2,598.5,1,2
3,4,5,10,10,2,10,8,6,7,9,1,8,5,662.4,1,1
2,0,8,4,7,1,9,8,10,8,6,2,9,9,716.1,0,1
3,5,10,9,6,1,5,5,5,5,1,1,6,5,660.1,1,3
4,1,10,8,4,1,9,2,6,8,1,2,2,3,701.7,1,3
4,2,5,1,5,1,5,5,10,9,7,2,2,3,661.9,1,1
5,3,8,8,8,2,9,8,7,7,8,2,7,7,708.5,1,1
4,2,10,7,10,1,9,4,5,8,5,2,5,6,708.3,1,2
2,2,9,9,5,2,7,4,5,8,2,2,5,5,672.6,1,3
2,4,6,9,9,1,9,10,8,4,5,2,9,4,723.4,1,3
1,5,5,2,2,1,1,0,2,10,9,1,0,10,563.6,1,1
1,3,5,5,10,2,3,7,6,5,1,2,10,3,651.8,0,1
2,3,5,5,6,1,3,5,8,8,3,2,3,8,680.0,0,1
4,2,10,10,10,2,10,8,7,8,2,2,8,6,749.5,0,3
2,3,10,6,5,2,5,6,3,8,2,1,6,7,651.8,0,1
1,5,4,2,4,1,1,1,5,9,0,2,1,5,608.2,1,1
5,1,6,10,6,1,10,9,9,6,1,2,10,10,771.6,1,3
2,1,5,7,6,1,3,1,5,7,2,1,3,7,643.5,1,1
4,4,5,7,7,1,7,8,5,7,8,2,4,6,687.7,1,3
5,3,8,10,10,2,9,6,10,7,4,2,7,10,729.5,1,3
5,1,7,10,5,1,5,2,10,7,2,2,2,10,717.6,1,2
2,3,10,8,10,1,9,3,8,8,0,2,1,3,697.0,1,1
3,3,4,1,5,1,7,0,4,7,1,2,1,2,636.5,0,1
3,4,7,4,8,1,9,1,4,7,3,2,3,7,673.9,0,1
2,4,9,4,7,1,7,3,2,8,3,2,2,4,672.0,1,1
5,1,8,4,8,1,7,2,8,8,2,2,7,5,717.4,0,1
2,0,0,0,1,2,3,2,1,7,4,1,6,10,610.4,0,1
5,3,8,10,4,1,10,2,4,8,3,1,2,10,684.3,1,1
4,4,6,7,10,2,7,4,5,8,3,1,3,4,645.4,1,1
5,5,7,5,5,1,10,2,6,7,1,2,10,10,721.9,0,1
5,2,3,3,5,1,7,2,8,8,1,2,3,8,666.4,1,3
1,3,10,8,10,1,5,6,5,9,5,2,5,5,711.9,1,1
3,1,10,10,10,2,9,5,8,7,2,2,8,10,734.2,1,3
4,2,5,10,5,1,7,3,4,7,0,2,3,10,723.2,1,3
4,3,3,7,5,2,7,7,5,8,3,2,7,3,676.0,1,2
4,3,3,0,2,1,5,1,3,7,3,2,1,7,626.1,0,2
1,4,5,2,6,2,2,1,2,8,6,2,6,1,610.8,1,2
5,2,10,10,2,1,7,4,5,6,5,2,5,10,706.2,1,3
1,3,2,2,10,1,1,5,4,7,0,1,1,8,619.5,1,1
4,2,5,5,3,1,10,3,10,5,1,2,3,6,701.9,1,2
1,5,8,2,3,2,4,0,7,8,1,2,0,1,615.2,1,3
2,3,5,8,9,2,4,5,5,6,3,1,4,3,650.1,1,3
2,3,9,6,6,2,7,5,7,7,3,2,4,4,677.9,0,2
1,5,4,8,3,2,2,4,10,6,2,2,3,5,629.0,0,2
2,1,4,8,7,2,5,4,6,5,2,1,5,4,662.0,0,2
2,5,2,8,10,2,8,2,5,8,5,2,8,2,638.6,1,2
3,5,2,10,10,2,8,8,5,8,4,2,8,8,660.7,1,2
3,3,10,7,10,2,8,2,6,8,3,2,10,10,703.4,1,2
2,1,10,10,10,1,10,10,10,7,1,2,10,10,789.0,0,2
3,3,10,10,10,2,6,7,6,9,3,2,5,9,722.3,1,1
2,4,0,3,3,2,4,2,10,5,1,1,4,4,598.2,0,1
4,0,3,10,5,1,7,8,10,7,0,2,8,10,755.0,0,3
4,1,5,3,3,2,9,3,9,8,1,2,4,4,692.1,0,2
1,5,10,10,10,2,6,5,10,5,3,1,3,0,623.7,1,2
4,3,10,10,8,2,5,6,10,7,3,2,4,5,721.0,1,2
2,1,10,8,10,1,10,8,1,9,0,2,7,0,751.9,0,3
1,2,7,4,1,1,9,0,5,9,4,2,4,10,649.0,1,3
1,2,3,7,3,2,7,10,10,6,2,2,1,7,693.6,0,1
4,2,3,9,6,1,7,5,3,8,2,1,2,6,663.7,0,1
1,5,10,10,10,1,0,7,1,8,10,1,6,1,622.5,1,2
2,2,7,9,8,2,7,5,4,8,3,2,8,3,667.3,1,2
1,5,10,10,10,1,1,2,1,7,10,1,5,4,625.7,1,2
2,4,7,5,3,1,5,2,8,8,3,2,2,4,673.2,0,1
5,5,3,10,8,1,4,2,8,8,10,1,3,10,666.4,1,1
4,3,6,3,4,2,7,2,5,6,3,2,2,9,662.0,1,1
2,2,4,5,10,2,8,10,6,7,1,2,9,7,677.7,0,1
3,3,10,10,10,1,5,7,10,7,1,2,10,5,755.0,1,2
2,2,6,2,8,1,4,3,7,6,8,2,1,7,686.2,0,2
2,1,5,8,4,1,7,4,3,8,1,1,7,7,692.6,0,2
4,3,5,5,8,2,5,5,10,8,9,1,8,10,648.1,1,1
3,4,6,5,10,1,8,2,7,8,2,2,5,9,735.9,1,2
5,5,1,10,10,2,5,1,10,7,1,2,2,1,654.7,0,2
3,3,4,10,6,1,5,4,4,7,2,2,4,9,694.3,1,1
3,3,3,3,10,2,4,3,6,6,1,2,4,7,660.5,1,1
5,1,9,3,3,1,2,8,10,6,0,2,2,1,722.5,0,2
5,3,6,10,10,2,7,5,10,7,2,2,5,4,673.4,1,1
3,3,8,8,8,2,5,1,9,7,5,1,2,6,664.7,1,2
3,1,5,2,4,2,7,1,1,8,10,1,1,7,614.0,1,2
1,4,0,2,4,1,3,3,5,6,0,2,2,3,594.0,1,3
1,4,6,3,2,2,5,4,2,5,2,2,8,6,627.2,1,2
2,2,10,10,10,2,6,6,10,7,3,1,7,7,697.2,1,1
3,3,8,10,5,2,6,3,9,6,4,2,2,10,681.5,1,3
5,2,5,5,8,1,8,5,5,8,5,2,1,3,681.1,1,1
2,2,10,10,10,1,10,4,2,7,5,1,5,10,695.6,1,1
2,4,3,9,10,1,7,4,8,6,5,2,6,7,708.5,0,3
4,2,10,10,10,2,8,3,3,9,2,2,4,7,720.0,1,2
4,3,6,4,10,2,7,1,4,8,5,2,2,5,652.0,0,2
2,2,10,10,10,2,8,5,5,6,5,2,5,10,740.2,1,2
2,3,10,5,4,1,4,5,5,10,7,2,3,8,688.3,1,2
2,2,3,10,6,1,10,1,3,8,3,2,2,3,672.2,1,2
2,2,5,3,4,2,7,1,9,7,1,2,1,7,656.2,0,1
1,5,4,4,4,2,6,2,5,6,8,2,3,4,624.6,1,2
4,1,7,5,7,2,8,9,10,8,1,2,8,8,733.1,0,3
2,3,8,4,7,2,7,3,5,6,5,2,2,5,651.8,0,3
1,3,5,3,10,2,9,4,6,7,5,2,6,7,659.0,1,3
4,2,5,6,7,2,9,2,6,8,2,2,4,5,689.8,1,3
4,0,7,8,7,2,10,10,8,8,1,2,8,8,729.3,0,2
2,4,4,6,3,1,10,0,5,9,7,2,1,2,652.4,1,2
1,2,8,10,5,1,9,10,6,6,1,2,8,7,708.1,1,1
2,5,1,5,4,2,4,2,3,7,8,1,10,2,561.5,0,1
2,3,6,8,10,2,1,7,10,7,7,2,8,10,670.0,1,1
3,2,6,6,6,2,6,4,3,8,2,2,5,10,660.3,1,1
3,2,7,3,10,1,8,2,5,7,1,2,1,7,674.1,0,1
4,5,1,10,10,1,8,4,9,6,0,1,0,1,630.5,1,1
5,2,5,10,2,1,8,4,5,7,2,1,1,7,689.4,0,1
2,3,4,4,5,2,4,1,5,7,2,2,1,7,607.8,1,2
5,4,10,10,4,1,6,1,6,7,10,2,0,10,652.2,1,3
3,3,6,5,6,2,2,5,1,6,2,1,5,6,628.9,0,2
2,5,5,10,10,2,9,4,5,5,1,2,3,4,695.8,0,2
2,5,4,10,10,2,9,4,5,5,1,2,3,3,692.4,0,2
3,3,10,9,9,2,5,5,8,7,6,2,8,6,708.7,1,1
1,2,7,9,7,2,3,2,2,7,1,1,3,6,637.8,1,1
3,5,10,5,10,1,9,1,5,5,8,1,2,10,648.2,0,2
3,3,4,8,10,2,9,3,8,7,2,1,2,10,649.2,1,3
0,3,5,1,5,2,5,5,6,7,2,1,6,8,614.8,1,1
4,3,2,10,1,1,6,1,4,7,2,2,5,7,665.4,0,2
2,1,10,10,10,2,5,8,10,9,2,2,4,9,714.6,1,2
2,3,7,4,2,2,7,2,3,8,1,1,1,9,639.9,1,0
3,4,7,10,10,2,3,1,9,8,1,2,4,5,675.1,1,1
4,5,2,5,4,2,2,3,6,6,6,2,1,5,619.7,1,3
1,3,0,6,5,2,2,1,6,6,0,1,0,2,572.1,1,2
0,1,3,10,8,2,7,4,1,9,3,2,2,4,634.6,1,2
2,2,1,2,1,2,7,1,8,9,9,1,1,8,605.4,0,1
3,0,3,2,2,1,2,1,5,9,0,1,10,6,638.8,0,0
1,4,3,1,5,2,5,2,1,7,2,1,3,5,581.5,1,1
1,3,2,3,9,1,7,2,7,8,8,2,2,5,647.5,1,1
3,3,10,7,6,1,7,0,10,7,4,2,4,7,710.8,1,2
2,5,4,2,7,2,8,1,2,8,5,1,1,9,607.4,1,2
1,4,4,10,9,2,8,5,5,7,4,2,2,7,662.2,1,3
1,2,6,6,8,1,5,5,1,6,5,1,8,5,652.7,1,1
4,5,4,10,10,2,4,8,5,8,2,2,3,5,670.9,1,2
2,3,6,2,2,2,2,3,1,8,1,1,1,0,583.4,1,1
4,4,5,6,5,2,6,5,3,5,6,2,6,6,654.6,0,3
4,3,10,10,10,2,9,3,9,8,2,2,4,6,687.0,1,1
4,2,10,7,6,2,7,3,10,7,3,2,5,6,678.5,1,1
4,3,10,10,10,1,8,4,6,8,3,2,8,4,730.6,0,1
5,5,2,4,10,1,3,2,10,7,2,2,4,9,707.4,0,1
2,5,2,7,10,1,3,3,7,6,1,2,5,6,674.3,0,3
4,4,3,9,2,1,7,2,5,7,3,2,3,7,665.6,1,1
4,3,10,6,3,2,8,3,2,8,3,1,3,5,641.4,1,1
5,2,8,2,7,1,10,2,6,8,2,2,3,10,711.9,1,0
5,3,10,10,5,1,9,2,10,7,1,2,8,8,763.5,1,3
5,3,8,6,10,1,8,2,10,8,0,2,6,7,733.1,1,0
3,4,5,10,2,1,8,1,10,8,3,1,1,2,671.9,1,0
2,5,0,4,2,1,5,1,2,5,4,2,3,10,618.7,0,1
1,3,1,2,2,1,3,1,1,7,10,1,2,5,593.4,1,1
3,1,7,5,4,1,8,1,3,8,1,2,5,4,685.8,1,2
5,2,8,10,10,1,9,1,10,7,8,2,2,10,715.9,1,3
5,2,8,10,10,1,9,1,10,7,4,2,2,10,721.0,1,3
5,5,4,10,10,2,9,1,1,7,0,2,0,1,649.5,1,3
4,2,2,1,10,1,7,0,7,7,4,2,2,8,654.1,0,3
5,1,10,3,4,1,8,3,1,7,0,2,10,2,717.5,0,1
5,1,10,4,7,1,8,1,1,7,3,2,10,1,712.4,0,1
3,3,7,6,10,1,6,6,6,8,0,2,0,9,703.4,1,1
3,3,10,9,10,2,8,4,10,5,7,2,8,7,698.5,1,2
3,4,10,8,8,1,5,9,10,7,4,2,4,7,702.3,1,0
4,4,9,7,8,1,5,8,10,7,4,2,4,5,692.1,1,0
5,4,4,10,10,1,3,0,2,7,7,2,0,0,646.3,1,3
1,2,6,6,5,1,10,6,4,8,1,2,6,5,680.9,1,3
4,3,4,10,10,2,6,4,6,7,2,2,6,7,693.0,1,3
2,2,10,10,10,2,8,8,10,8,4,2,7,10,733.1,1,1
2,3,2,10,10,2,5,8,5,8,3,2,6,10,694.7,1,1
5,4,2,10,10,2,8,6,5,8,2,2,7,5,659.0,0,3
3,2,0,1,1,1,0,0,1,8,8,2,0,0,563.0,0,3
5,1,8,10,10,1,10,7,10,8,1,2,10,5,780.7,1,3
3,3,5,4,4,1,8,3,10,6,6,2,5,6,654.5,0,1
1,3,5,4,8,1,5,5,2,6,9,2,3,4,639.3,1,2
1,5,2,2,1,1,4,1,1,6,5,2,0,3,579.6,1,3
1,4,7,4,4,1,8,1,8,7,1,1,3,5,649.2,1,2
2,2,5,6,10,2,6,7,8,8,4,1,10,9,697.0,1,2
2,1,4,0,3,2,3,4,7,8,0,1,1,3,601.6,1,1
2,2,4,4,10,2,5,7,4,7,5,2,6,2,656.9,1,1
2,4,4,4,7,1,6,7,6,5,5,1,3,5,663.7,1,2
3,4,4,6,8,2,6,5,5,8,3,2,3,6,648.8,1,2
0,5,5,5,10,2,7,6,2,7,10,1,2,5,605.5,1,3
3,5,6,6,6,1,8,1,10,5,8,2,6,5,696.8,1,1
1,4,7,8,4,2,7,3,1,8,4,2,1,2,637.8,1,2
0,5,2,10,10,1,8,3,8,5,3,2,10,7,665.8,1,3
5,4,3,2,6,2,8,3,6,7,3,1,0,5,626.7,0,1
2,1,4,1,10,2,6,2,10,6,1,2,4,5,664.7,1,1
3,5,10,10,10,1,9,4,5,6,3,2,1,2,672.2,1,1
3,3,8,10,10,2,8,8,6,6,3,2,5,5,733.6,1,1
4,5,2,3,8,1,0,1,10,5,7,1,1,5,618.6,0,3
3,2,10,10,10,1,8,6,10,7,3,2,7,10,768.6,0,1
3,3,5,5,10,2,6,2,10,7,2,2,1,2,678.5,1,1
3,4,4,10,5,2,5,1,4,6,1,1,0,3,627.8,1,3
1,2,3,3,6,2,7,1,10,7,6,2,0,4,632.6,1,2
0,3,6,4,7,1,9,9,6,8,1,2,8,7,691.5,0,3
5,2,8,6,9,2,9,6,10,7,2,2,8,10,731.2,1,3
2,3,10,5,10,1,8,5,10,8,4,2,4,4,695.7,1,3
4,5,4,5,5,1,3,5,4,6,1,2,2,5,643.1,1,1
1,2,5,10,10,1,8,4,9,9,4,2,1,10,724.6,1,2
4,2,1,2,2,2,7,3,2,7,1,1,3,5,612.3,1,1
5,2,2,0,4,1,5,1,7,6,10,2,3,7,655.6,0,0
2,3,3,1,4,1,6,1,2,8,2,2,3,5,621.0,0,0
1,4,7,2,3,1,5,1,2,7,2,2,0,0,600.4,0,3
4,2,10,10,8,2,7,8,10,7,3,2,8,7,724.4,1,3
4,3,2,3,10,2,5,1,4,7,4,2,2,7,639.9,1,2
2,2,3,0,2,1,3,4,8,7,6,1,3,7,605.0,0,1
1,3,1,1,2,1,7,3,1,8,1,1,3,2,612.3,1,3
5,1,10,8,10,2,10,8,10,8,2,2,10,10,762.0,1,3
1,2,5,6,4,1,8,3,1,7,10,2,0,10,661.4,1,3
4,3,10,10,10,2,10,7,6,7,3,2,5,7,725.3,1,3
3,4,9,10,4,1,9,0,10,7,0,1,0,3,663.2,1,2
2,3,2,6,2,2,5,1,1,5,2,2,1,2,586.2,1,3
5,5,8,10,10,1,8,1,7,7,2,2,1,10,703.4,0,3
3,5,2,2,3,1,7,2,8,6,3,2,3,10,655.8,0,1
0,2,0,3,4,2,2,2,2,8,1,2,0,10,643.1,1,2
3,3,10,10,4,1,5,1,6,7,5,1,1,8,682.8,1,2
2,2,0,7,2,2,6,4,5,8,3,2,1,10,647.1,1,3
1,3,3,7,3,2,4,3,3,5,1,2,3,7,615.5,0,1
2,2,5,2,6,2,7,2,3,7,1,2,3,7,656.7,0,1
5,3,4,8,4,1,6,7,10,6,5,2,10,5,695.3,1,1
1,2,6,10,10,1,8,1,8,8,1,2,8,7,686.8,1,1
3,3,6,3,10,1,8,2,9,7,2,1,4,6,659.6,0,3
3,4,10,5,5,1,5,6,8,7,2,1,8,7,688.3,1,1
1,5,4,4,8,1,2,5,1,7,4,1,3,2,590.0,1,1
5,4,4,0,5,2,5,4,7,7,6,2,0,5,628.6,0,2
3,1,6,3,5,1,10,2,5,7,1,2,2,10,692.8,1,3
2,2,4,10,5,2,5,3,7,5,10,1,4,7,626.5,0,1
3,2,4,7,6,1,4,6,8,8,1,2,1,4,676.6,1,2
5,1,4,5,10,2,2,2,2,8,0,2,0,2,677.1,0,3
1,3,5,3,3,2,1,4,1,8,2,1,5,4,578.3,1,1
5,4,6,6,2,1,8,3,10,8,1,1,4,6,673.6,1,2
3,3,7,10,4,1,5,4,10,8,4,1,2,5,688.9,1,1
2,3,5,4,4,1,7,3,3,8,4,2,6,8,685.8,1,1
5,5,9,6,10,2,10,5,6,7,6,2,2,8,681.1,1,3
3,3,10,10,10,1,8,5,4,7,0,2,6,10,747.0,1,2
5,4,5,10,10,2,9,4,5,9,1,2,5,5,684.7,1,2
3,1,5,5,3,1,8,7,5,6,3,1,7,10,677.3,0,3
4,3,3,10,10,1,9,5,10,8,7,2,6,7,705.9,1,2
3,4,3,8,10,2,4,4,5,8,0,2,2,7,643.7,1,1
3,2,10,10,6,1,1,2,10,7,2,1,3,5,661.5,1,2
2,5,1,3,5,2,2,5,10,7,10,1,0,1,585.0,1,1
4,1,5,10,2,2,5,10,4,9,3,1,9,10,716.8,1,1
4,3,4,3,2,2,5,2,5,8,4,2,1,5,626.7,1,2
4,2,6,7,2,1,10,4,3,8,1,1,3,5,665.4,0,1
3,2,9,5,7,1,8,4,9,7,2,1,8,5,688.5,1,1
3,1,10,10,5,1,7,3,8,6,0,2,4,9,742.5,0,3
4,4,8,10,6,2,8,3,7,7,1,2,8,5,705.1,1,2
1,3,3,1,10,1,7,8,6,9,7,2,8,7,674.7,1,0
2,2,1,4,3,2,6,1,5,7,2,2,3,6,619.7,1,2
3,5,10,5,10,2,2,1,8,7,1,2,2,4,681.5,1,2
3,5,10,10,7,2,0,3,4,6,6,2,10,3,663.5,1,2
2,2,5,8,9,1,8,8,6,7,4,2,5,9,718.5,0,2
1,4,6,10,3,1,7,2,2,6,7,1,2,5,603.6,1,1
5,3,10,10,8,1,7,5,6,8,2,2,7,10,744.2,1,3
5,5,4,10,10,1,10,2,4,8,2,2,2,7,709.8,1,2
2,4,1,1,1,1,1,4,5,9,0,1,7,10,609.9,0,2
2,1,10,4,10,1,10,6,10,6,2,2,4,4,710.6,0,2
2,3,6,10,5,2,7,3,7,7,6,2,5,5,681.3,1,3
5,2,2,0,1,1,3,0,6,7,0,2,1,10,626.7,0,3
1,5,4,8,10,2,3,7,6,6,9,2,2,2,648.6,1,1
2,2,2,1,1,1,7,1,5,6,7,1,10,7,621.2,0,1
3,4,6,3,8,1,7,6,6,9,2,2,2,2,649.2,1,0
2,4,5,3,8,2,8,8,10,8,3,2,6,10,716.1,1,0
5,2,6,10,10,2,7,4,10,7,2,2,1,10,729.5,1,1
5,2,10,4,10,1,7,8,5,9,1,2,1,4,730.6,1,1
4,3,8,10,8,1,7,6,1,6,3,2,7,5,708.8,1,2
3,3,3,7,9,2,9,9,5,7,1,2,7,10,721.7,0,3
1,2,2,10,8,1,7,6,10,5,1,2,6,3,662.8,1,1
3,4,1,2,2,1,2,0,2,7,5,2,0,3,608.9,1,2
5,1,10,10,3,1,6,2,5,8,0,2,3,10,701.5,1,3
3,5,5,9,8,2,5,1,4,6,3,2,2,2,638.0,1,2
2,3,7,10,7,2,8,0,6,8,2,2,4,3,657.5,1,1
5,4,5,8,10,1,5,6,7,6,0,2,10,5,718.5,0,1
2,2,5,4,5,2,6,4,3,7,0,2,8,7,678.8,1,3
3,4,7,5,8,1,9,3,5,5,7,1,1,5,626.1,1,2
4,3,5,10,10,1,8,4,3,5,2,2,8,10,722.6,1,3
5,2,8,10,7,1,5,7,10,7,3,2,5,8,734.6,1,3
2,5,4,10,5,1,0,1,3,8,10,2,0,3,611.0,1,2
2,5,6,3,5,1,7,2,7,10,3,2,1,4,625.8,1,1
0,2,3,3,10,1,5,2,4,6,3,2,3,5,641.4,1,1
2,5,6,3,5,1,7,2,7,10,3,1,2,3,612.2,1,1
1,2,5,3,2,1,8,1,5,7,0,1,1,4,652.0,1,2
3,1,6,7,1,1,8,2,6,8,4,2,8,8,701.7,0,1
3,1,7,5,4,2,6,3,2,8,7,2,1,7,663.5,1,1
2,4,5,5,2,2,5,0,9,7,10,2,0,4,618.8,1,2
3,1,7,10,10,2,7,3,7,5,1,2,4,7,721.7,0,3
1,0,10,10,1,2,8,1,2,8,10,2,8,2,651.6,1,3
5,2,2,6,2,1,8,5,10,6,2,2,5,7,693.6,1,3
3,2,8,10,10,1,10,4,5,9,10,2,7,7,711.9,1,2
3,4,5,10,3,2,5,1,4,7,3,1,1,7,611.0,1,2
1,3,2,10,5,1,6,1,2,8,5,2,4,2,651.6,1,2
4,0,5,2,2,2,8,4,3,7,1,2,4,3,651.6,0,3
5,0,10,10,10,1,10,10,10,7,0,2,10,10,802.6,1,3
3,1,4,4,10,1,7,8,10,8,2,1,2,7,695.7,1,2
1,5,6,7,3,2,2,6,5,6,2,2,4,4,614.4,1,1
1,3,10,3,1,2,8,5,5,8,5,1,10,10,672.6,1,1
4,3,6,6,10,2,7,4,8,6,3,1,2,7,681.3,1,2
4,3,6,6,9,2,6,8,6,9,5,2,7,7,696.8,1,1
2,0,10,10,10,2,8,6,10,10,1,2,8,10,728.4,1,2
4,5,5,10,10,2,10,10,10,7,1,2,10,10,758.4,1,3
2,5,4,7,10,2,4,2,8,7,1,2,1,2,640.7,0,2
2,2,9,10,2,2,7,6,3,6,1,2,5,8,676.9,0,3
1,2,5,0,3,1,7,1,1,8,0,1,2,3,607.2,1,1
3,2,9,9,9,1,7,6,10,8,2,2,8,6,731.4,1,3
2,2,4,6,3,2,6,3,8,7,7,2,2,3,637.3,1,2
3,4,9,10,4,1,6,5,3,8,0,2,8,4,723.2,1,2
0,2,10,10,10,1,7,2,5,8,1,1,6,8,677.7,1,1
4,1,8,8,10,2,8,8,6,8,4,2,7,8,722.1,1,2
3,4,1,2,10,1,2,0,7,6,2,2,1,1,616.5,1,1
3,5,3,0,2,1,2,0,2,6,0,2,0,10,601.9,0,2
1,1,10,10,10,1,8,7,3,7,1,2,2,10,760.4,0,1
1,4,5,8,10,2,8,6,6,8,1,2,8,7,677.9,1,1
3,3,3,10,4,2,7,5,5,8,3,2,0,10,669.2,1,1
3,4,6,6,10,2,1,5,3,4,2,1,7,5,645.9,0,1
2,1,5,3,3,1,7,1,8,8,3,1,2,7,644.3,1,1
1,2,7,7,10,1,7,2,2,8,1,2,2,3,660.1,0,2
2,5,5,8,6,2,7,1,1,7,7,1,2,9,635.9,1,1
2,3,4,3,6,1,8,4,7,6,2,2,3,7,687.9,0,0
5,3,3,3,5,1,7,2,10,5,3,2,1,10,683.2,1,3
4,4,4,3,2,1,6,1,2,9,10,1,1,10,614.4,1,1
5,3,1,0,10,2,4,1,1,7,1,2,0,0,593.4,0,3
3,2,6,5,6,2,9,1,8,7,0,2,1,4,683.2,0,1
3,1,10,10,10,1,6,2,10,7,1,2,2,8,749.9,1,3
2,3,3,6,3,2,7,5,3,6,7,2,6,3,629.3,1,2
2,1,4,0,2,1,5,2,1,8,0,1,2,2,615.7,1,1
4,5,8,10,10,2,3,2,8,7,5,2,5,4,688.3,1,1
4,5,8,10,10,2,3,2,8,7,4,2,6,4,696.8,1,1
2,2,7,10,5,2,6,6,5,4,3,2,10,5,719.4,1,2
5,2,8,7,4,1,9,4,4,7,1,1,3,4,714.7,0,1
3,3,10,10,10,2,8,8,8,7,0,1,3,9,701.9,0,1
4,4,8,2,9,1,8,3,2,8,1,2,5,3,666.9,1,1
4,2,4,4,3,1,5,7,5,9,2,2,3,8,677.9,1,1
2,3,5,8,9,1,7,7,6,7,1,2,7,5,706.6,0,2
5,5,2,10,10,1,6,5,10,7,5,1,1,10,693.8,1,1
1,2,3,7,3,1,1,2,1,7,2,1,6,10,634.2,1,1
1,3,7,5,9,1,7,4,7,8,2,2,2,10,698.5,1,0
4,3,3,3,10,2,7,1,10,7,1,2,6,3,668.3,1,2
3,3,10,8,9,2,1,4,10,7,4,2,3,1,663.2,1,1
4,5,10,5,7,2,3,5,8,6,2,2,10,10,706.8,1,1
2,2,7,4,3,1,7,3,6,5,0,2,8,4,675.6,0,1
2,1,3,3,3,1,4,1,5,8,1,2,1,5,630.1,1,2
4,4,5,10,3,1,9,10,1,8,4,2,0,2,680.3,1,2
4,4,7,4,3,2,8,5,6,7,4,2,5,5,653.9,1,1
2,3,1,3,2,1,4,1,3,8,3,1,1,7,626.3,1,2
3,5,8,10,10,2,10,8,7,6,3,2,1,4,684.5,1,2
1,1,3,2,3,2,5,0,6,8,2,2,2,10,637.1,0,3
3,1,7,10,4,2,7,0,3,6,3,2,0,7,637.8,0,1
1,2,7,3,2,1,6,4,2,8,1,2,8,5,670.3,1,1
2,5,1,1,0,2,0,2,1,3,10,1,1,0,504.2,1,2
2,5,4,2,10,1,2,4,3,8,5,2,1,3,631.4,1,1
5,4,7,10,10,2,9,1,9,7,1,2,5,3,688.5,1,1
5,5,4,10,4,2,3,8,2,6,10,2,8,4,639.3,1,3
5,4,5,5,2,1,8,2,7,7,2,2,2,10,701.7,1,1
2,0,6,8,6,1,2,2,5,8,0,2,5,5,691.3,0,3
3,1,2,2,1,1,1,3,8,8,2,2,4,10,642.6,1,3
2,2,10,6,10,1,5,4,10,10,1,2,7,10,709.7,1,1
4,2,3,3,6,2,4,1,3,6,2,1,3,5,631.0,1,2
3,3,6,4,10,1,3,0,10,7,1,2,2,7,678.5,0,2
3,4,6,10,4,2,10,6,6,7,0,2,2,10,706.6,0,1
2,1,3,2,10,2,7,3,3,7,3,2,2,8,644.8,1,2
1,4,4,8,5,1,7,8,10,8,7,1,6,8,688.9,1,1
3,3,5,5,4,2,6,6,4,5,5,2,4,6,649.7,1,0
3,4,3,2,2,2,1,3,1,5,3,1,0,3,567.5,1,1
2,2,10,10,10,2,6,8,8,8,1,2,8,7,736.1,0,3
2,4,5,10,10,2,7,3,5,6,2,2,6,5,668.8,0,3
2,5,6,5,3,2,4,3,2,6,5,2,10,10,629.1,1,1
3,5,10,10,7,2,8,10,6,6,10,1,3,10,645.2,0,2
2,4,4,10,4,1,8,4,10,7,2,1,3,4,688.7,1,1
3,2,10,5,4,2,9,4,2,7,1,2,1,10,688.8,0,3
3,4,5,7,4,2,7,4,6,7,5,2,2,5,660.7,0,2
4,1,4,6,10,2,9,1,1,7,2,2,1,5,661.4,1,1
2,2,10,10,7,1,7,3,10,8,1,2,3,7,733.1,1,2
2,3,5,6,2,2,8,3,9,7,5,2,2,3,642.6,0,2
1,3,3,3,2,1,8,6,8,7,5,2,5,3,654.3,1,1
5,2,10,10,3,1,9,3,3,5,0,2,4,8,729.4,1,3
2,3,4,2,7,2,7,4,8,7,2,1,2,4,613.5,1,1
3,4,6,5,5,1,5,4,7,6,4,1,6,8,672.6,1,0
2,2,4,10,10,2,7,6,2,8,1,2,7,4,675.4,1,2
