Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
26.83,Male,106.69,1.85,182.35,123.45,49.99,1.34,1175.98,Cardio,30.7678938,3.11,2.02,1,31.17,2.01,1.01,222.67,88.21,59.34,2879,Total Curry,Breakfast,Balanced,2.01,1586.24,212.54,233.9,Roasted,24.31,64.63,2.59,0.99,Renegade Rows,4.01,16.01,Builds calf muscles,342.59,"Core, Shoulders, Hips",Resistance Band,Intermediate,Arms,Triceps,Bicycle crunches
45.31,Female,73.86,1.74,180.76,151.81,49.92,1.17,1544.4,HIIT,26.0116571,2.28,3.97,2,24.4,3,-0.03,249.59,101.51,67.38,2271,Million Pasta,Snack,Balanced,38.55,958.63,276.05,201.88,Baked,45.93,35.67,3.64,0.01,Rows,4.01,21.02,Improves balance and coordination,339.11,Lower Abs,Pull-up Bar,Intermediate,Abs,Middle,Hammer curl
27.6,Male,51.24,1.61,168.03,163.74,69.92,1.31,1415.98,Strength,26.15147626,1.99,3.02,2.01,19.77,3,-0.02,242.21,96.13,64.8,1492,Member Curry,Dinner,Vegan,1.01,1471.42,207.64,355.49,Raw,57.23,31.91,1.44,0,Scissors Kicks,5.01,18.96,Improves core rotation strength,365.54,"Legs, Shoulders, Core",Dumbbells or Barbell,Advanced,Abs,Lateral,Dumbbell rows
55.31,Male,42.64,1.69,186.04,139.84,55.88,0.89,586.87,Yoga,19.64220445,2.4,2,1,14.93,3.01,1.03,230.87,91.99,61.31,1207,Gas Curry,Lunch,Vegan,25.62,2465.3,87.89,167.58,Grilled,9.47,51.98,1.67,0.01,Deadlift,5,25.02,Builds calf muscles,362.61,"Rear Deltoids, Upper Back",Bench or Step,Beginner,Legs,Wrist Extensors,Russian twists
29.78,Female,101.16,1.68,182.12,133.99,61.12,1.47,1408.85,Cardio,33.60139449,2.89,3.97,1.98,35.84,3.99,0,192.69,76.95,51.33,2749,Any Rice,Snack,Vegetarian,33.4,439.98,108,178.96,Baked,54.7,9.05,2.72,0,Resistance Band Pull-Aparts,4.01,24.08,Improves shoulder health and posture,370.49,Core,Bench or Sturdy Surface,Advanced,Shoulders,Lower,Bird dog
31.91,Female,97.44,1.96,188.92,137.02,49.82,1.36,1793.7,HIIT,29.70820047,3.39,2.98,1.99,25.36,2.99,0.98,277.58,110.15,73.09,2711,Million Pasta,Breakfast,Keto,12.54,200.28,211.6,401.86,Steamed,7.07,6.02,4.4,1,Seated Rows,5.02,19.02,Advanced core exercise,369.98,"Glutes, Hamstrings","Bench, Barbell",Intermediate,Back,Triceps,Bicep Curls
44.52,Male,71.5,1.66,176.08,151.79,54.97,1.39,1222.09,Cardio,28.83874629,2.46,1.99,1,25.95,2.99,3.03,367.83,147.22,97.87,1814,Small Stew,Snack,Paleo,40.11,785.47,92.97,490.42,Steamed,49.4,60.95,2.92,0.01,Inverted Rows,4.01,25.03,Isolates triceps,366.28,Quadriceps,Resistance Band,Advanced,Legs,Quads,Pull-ups
18,Male,66.34,1.57,192.7,126.79,62.87,1.07,1030.62,Cardio,27.41144543,2.2,3.01,2.04,26.91,2,0.98,316.86,126.24,85.05,1956,Firm Wrap,Dinner,Paleo,5.78,1186.42,73.2,188.06,Baked,10.52,26.51,1.69,0.01,Bicycle Crunches,3.97,21.04,Improves core stability and upper body strength,342.38,"Core, Obliques",Wall,Beginner,Shoulders,Upper,Dumbbell curls
51.93,Female,73.52,1.63,173.98,150.09,50,1.25,1650,HIIT,29.11004787,3.69,3,2,27.67,2.98,1.99,307.29,123.38,82.06,1942,Arm Stew,Lunch,Paleo,10.56,539.78,256.21,296.06,Fried,22.74,8.16,1.51,0,Lunges,4.01,14.97,Strengthens lower abs,330.25,"Upper Back, Rear Deltoids",Bench or Sturdy Surface,Advanced,Chest,Posterior,Hyperextensions
47.14,Male,87.54,1.64,177.28,164.96,49.96,2,1562.4,Yoga,28.00993824,3.47,3.96,3.02,32.55,1.98,0,232.16,93.37,61.59,2475,Decision Pasta,Dinner,Vegan,17.79,2436.49,220.23,231.54,Raw,13.85,91.56,2.29,0.99,Deadlifts,5,15.06,Strengthens triceps and chest,345.42,Quadriceps,Resistance Band or Cable Machine,Advanced,Arms,Wrist Extensors,Barbell squats
34.66,Male,127.73,1.62,186.93,128.13,68.91,1.03,740.98,Yoga,35,3.39,3.98,1.99,48.67,4.02,0,299.36,118.38,79.25,3349,Likely Rice,Lunch,Keto,17.34,2310.32,62.92,461.25,Grilled,52.27,93.23,2.05,0,Seated Rows,4.98,15,Builds lower body power and endurance,362.49,Core,Bench or Sturdy Surface,Intermediate,Arms,Wrist Extensors,Hammer curl
43.99,Male,58.86,1.52,177.27,135.65,55.96,1.58,1848.6,Strength,27.27941357,2.72,5.01,3,25.48,2.02,4.02,400.98,159.63,106.52,1737,Majority Wrap,Lunch,Keto,31.83,2268.84,137.93,183.77,Boiled,49.81,67.42,3.73,-0.01,Bulgarian Split Squats,5.01,20,Enhances full-body coordination and stability,344.48,"Back, Biceps",Bench or Chair,Advanced,Chest,Wrist Flexors,Towel pull-up
59.23,Female,78.14,1.92,179.92,126.88,53.08,0.72,712.15,Strength,25.42482696,2.71,3.01,1,21.2,3,0.04,171.24,69.67,45.96,2195,Lawyer Soup,Snack,Balanced,3.76,189.38,145.67,146.94,Baked,55.79,46.45,1.68,-0.01,Mountain Climbers,5,18.97,Activates and strengthens glutes,344.55,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Beginner,Legs,Grip Strength,Decline dumbbell press
46.95,Male,41.99,1.58,159.76,162.75,67.95,1.03,743.45,Yoga,22.10956069,2.09,4.02,2.03,16.82,2.01,0.99,198.21,78.01,52.16,1384,Control Sandwich,Lunch,Balanced,9.65,197.47,236,486.7,Roasted,26.23,83.68,2.3,0,Push Ups,4.02,16,Improves balance and leg strength,358.47,"Chest, Triceps",Barbell,Beginner,Legs,Upper,Barbell curls
39.98,Male,76.77,1.92,178.71,136.92,67.91,1.14,1232.23,Strength,25.11841632,3.72,4.01,2.01,20.83,2.99,-0.03,278,112.07,74.91,2030,Article Curry,Dinner,Balanced,26.29,1692.1,289.87,494.97,Boiled,14.99,81.88,4.68,-0.01,Plyo Squats,5.01,23.04,Targets lower chest,370.74,Shoulders,Wall,Intermediate,Chest,Middle,Preacher curls
35.37,Male,101.11,1.76,193.34,121,64.06,0.83,547.8,Yoga,32.28623158,2.92,1.99,1,32.64,3.01,1,255.31,102.45,68.23,2554,Them Sandwich,Dinner,Vegetarian,37.55,1540.84,158.28,129.72,Boiled,7.24,113.96,3.29,0,Flutter Kicks,4.01,15.92,Builds upper body strength,338,"Core, Shoulders, Hips",None or Dumbbells,Beginner,Back,Middle,Standing calf raises
45.89,Male,62.01,1.54,197.03,125.52,72.82,1.62,1684.8,Cardio,22.41488492,2.72,3.99,3,26.15,2,0.02,233.51,93.58,62.9,1673,Network Pasta,Lunch,Keto,45.73,202.14,79.17,398.04,Roasted,11.92,87.46,1.48,-0.01,Leg Raises,5,16.87,Strengthens lower abs and hip flexors,336.03,Full Core,Cable Machine or Resistance Band,Advanced,Forearms,Wrist Flexors,Decline dumbbell press
28.97,Male,72.57,1.55,190.13,119.6,68.13,1.2,1293.84,Strength,30.91056671,2.39,4.01,1.98,30.21,2.99,0,304.69,121.78,81.29,2178,Artist Sandwich,Breakfast,Keto,34.18,1242.13,53.74,289.19,Baked,6.61,90.85,2.43,-0.01,Bicycle Crunches,4.02,17.01,Strengthens shoulders,333.33,"Lower Back, Glutes",None or Dumbbell,Beginner,Shoulders,Wrist Flexors,Bicep Curls
42.36,Male,42.75,1.74,161.01,129.57,71.09,1.05,924,Cardio,17.52894775,1.6,2.97,1,14.12,1.99,0.01,332.31,133.08,87.47,1263,Town Stew,Dinner,Vegetarian,10.93,844.26,175.38,255.72,Roasted,42.93,39.36,2.2,0,Burpees,5.01,16.04,Builds unilateral leg strength and balance,342.44,"Shoulders, Triceps",Kettlebell,Intermediate,Shoulders,Upper,Incline cable crossovers
36.08,Female,59.55,1.78,184.21,120.61,60.02,0.84,830.84,Strength,19.60898627,2.2,2,1,18.79,3.01,1.95,345.13,138.4,91.91,1652,Somebody Rice,Dinner,Low-Carb,21.39,1427.28,173.55,277.72,Roasted,59.04,81.07,2.72,0,Box Jumps,3.99,20.08,Improves core stability and upper body strength,363.96,Triceps,Parallel Bars or Chair,Advanced,Arms,Lower,Wrist extension
48.2,Male,56.53,1.51,185.06,125.92,51.87,1.37,986.4,Yoga,22.99305813,2.1,3.97,2,24.79,3.02,-0.03,215.61,86.98,57.75,1675,Wrong Salad,Snack,Vegetarian,35.09,1717.03,56.61,131.89,Fried,18.11,96.85,1.98,-0.01,Windshield Wipers,4.99,22.97,Strengthens back and legs,331.07,Shoulders,Box or Platform,Beginner,Abs,Lower Chest,Barbell rows
38.73,Female,64.11,1.69,189.85,148.37,57.71,1.24,892.8,Yoga,23.76614369,1.89,3.99,2,22.45,3.01,2,309.61,124.81,82.81,1934,Floor Salad,Snack,Low-Carb,46.45,1062.11,84.36,482.05,Roasted,34.04,58.18,2.84,-0.01,Squats,2.99,11.98,Targets lower abs,250.85,"Shoulders, Upper Back",Pull-up Bar,Beginner,Shoulders,Lats,Bent-over lateral raises
27.38,Female,106.61,1.86,181.67,123.2,50.19,1.35,890.19,Yoga,31.53516738,3.09,2,1,30.82,2.02,1.02,220.52,88.51,59.43,2926,Full Rice,Breakfast,Vegetarian,2.66,1592.6,212.63,236.99,Raw,23.63,63.52,2.61,1,Calf Raises,4.01,16,Builds explosive upper body power,340.57,Calves,Low Bar or TRX,Advanced,Chest,Triceps,Barbell squats
34.19,Male,74.36,1.57,178.11,158.05,52.05,1.48,1307.14,Cardio,26.66457224,2.4,2.99,1.04,30.17,3.01,1.03,278.07,110.45,74.08,1955,Might Sandwich,Breakfast,Vegan,30.7,98.45,108.09,161.85,Grilled,6.81,69.03,2.92,0,Box Jumps,4.01,24.97,Improves shoulder health and posture,357.17,"Lower Abs, Hip Flexors",Bench or Chair,Beginner,Legs,Quads,Triceps pushdowns
51.95,Female,44.55,1.61,178.76,120.69,60.76,1.41,1239.67,Cardio,18.885935,1.6,2.98,1,17.19,2,0.97,239.92,95.49,63.59,1227,Production Salad,Lunch,Vegetarian,13.53,2137.7,244.29,402.73,Boiled,39.16,100.47,3.06,0,Face Pulls,3.99,24.91,Full body workout,329.83,Core,Bench or Sturdy Surface,Beginner,Arms,Anterior,Pull-ups
56.56,Male,44.14,1.75,180.15,160.18,72.91,1.4,1692.46,HIIT,15.12942287,1.68,2,1,14.41,2.99,-0.03,211.27,84.42,56.16,1323,Even Rice,Snack,Balanced,2.68,1775.31,105.11,479.54,Grilled,6.12,31.17,1,0,Bench Press,5,20.1,Improves shoulder mobility and posture,348.16,Full Body,Cable Machine,Intermediate,Back,Middle,Leg extensions
18.84,Female,63.82,1.53,165.94,166.82,57.86,1.34,1285.33,Cardio,29.00620328,2.29,2.98,1.99,27.26,2.99,0,235.85,93.77,62.89,1717,Game Stew,Dinner,Keto,37.52,2454.92,137.26,232.32,Grilled,32.96,118.81,4.22,0,Reverse Lunges,3,11.94,Improves coordination and cardiovascular health,169.52,"Lower Back, Glutes",Bench or Sturdy Surface,Intermediate,Arms,Posterior,Standing calf raises
35.61,Male,112.32,1.63,164.13,135.03,58.07,1.02,735.01,Yoga,35,3.4,3.97,2.01,42.27,3.01,0.01,197.15,79.24,52.83,2985,Start Wrap,Dinner,Vegan,2.66,617.14,242.51,479.82,Fried,41.43,103.96,1.81,0,Bulgarian Split Squats,4,20.09,Improves core rotation strength,351.23,"Shoulders, Upper Back",Resistance Band,Advanced,Chest,Lateral,Dumbbell front raises
36.77,Male,88.72,1.95,188.8,135.27,66.12,1.56,1217.74,Yoga,23.10306642,3.5,4.99,3.01,23.33,1.98,-0.04,214.89,86.18,57.73,2465,Piece Rice,Lunch,Paleo,46.23,118.94,288.58,428.23,Boiled,31.61,26.52,3.31,-0.01,Bear Crawls,4.02,22.96,Improves core stability and balance,358.32,"Glutes, Hamstrings, Core",Parallel Bars or Chair,Advanced,Arms,Lateral,Standing calf raises
49.39,Male,69.6,1.96,165.64,138.98,68.09,0.97,640.2,Yoga,21.8590493,2.01,3.01,1,18.12,1.99,-0.04,243.05,97.65,64.05,1736,Foot Wrap,Breakfast,Balanced,26.26,1592.05,38.35,106.98,Fried,23.9,72.31,2.2,0,Push-ups,4.98,19.95,Activates and strengthens glutes,336.75,"Back, Biceps",Resistance Band or Cable Machine,Intermediate,Abs,Lower,Bicep Curls
46,Male,56.26,1.6,184.77,142.97,65.03,0.89,587.4,Yoga,20.29142345,1.6,3,1,21.98,3.99,-0.02,251.43,101.16,67.61,1441,Edge Stew,Breakfast,Vegetarian,37.15,866.77,238.95,336.21,Raw,48.07,109.2,4.01,0,Burpees,5,19.96,Targets upper chest,349.37,"Upper Back, Rear Deltoids",Bench or Chair,Intermediate,Forearms,Triceps,Triceps dips
33.21,Male,45.23,1.89,192.88,143.73,50.09,1.45,1044.87,Yoga,13.4603703,2.88,3.01,2.01,12.66,2.97,0,179.76,71.67,47.21,1168,Room Salad,Lunch,Paleo,15.28,2276.32,29.04,376.5,Boiled,46.19,85.04,3.75,1.01,Shoulder Press,4.01,24.09,Improves coordination and cardiovascular health,339.2,"Core, Shoulders, Legs",Dumbbells or Barbell,Intermediate,Chest,Middle,Overhead triceps extensions
20.08,Male,55.09,1.6,172.24,167.99,67.12,1.12,1075.2,Cardio,20.93021282,3.22,3.99,2,21.52,3,1.98,323.99,128.76,86.02,1764,Sound Curry,Snack,Paleo,19.09,1820.03,243.29,204.1,Boiled,47.21,18.47,1.47,1,Squats,5.01,24.86,Strengthens lower abs and hip flexors,363.06,"Back, Biceps",Bench or Chair,Advanced,Chest,Wrist Extensors,Dumbbell flyes
29.19,Male,81.01,1.98,160.25,144.8,49.87,1.65,1287,Yoga,21.14189811,3.48,5.01,3,20.66,2.99,0,242.66,96.76,64.04,2316,Floor Salad,Lunch,Paleo,26.94,1832.31,264.32,432.79,Boiled,11.06,12.08,4.72,0,Superman,3.99,15.03,Improves posture and back strength,333.97,"Lower Back, Glutes",Kettlebell,Intermediate,Forearms,Wrist Extensors,Donkey kicks
53.02,Female,51.76,1.7,174.95,151.69,71.91,1.16,1533.75,HIIT,21.96111135,3.48,2.97,2.02,17.91,1.99,0.98,369.26,146.98,97.71,1407,Parent Sandwich,Breakfast,Vegan,11.2,812.36,74.4,113.92,Raw,8.23,75.8,4.2,0,Leg Raises,4.01,8.08,Improves hip power and cardiovascular fitness,315.36,"Quadriceps, Hamstrings, Glutes",None or Dumbbells,Intermediate,Shoulders,Lats,Incline dumbbell flyes
31.33,Male,58.36,1.56,161.01,124.01,50.37,1.8,1402.92,Yoga,23.28516213,2.69,5.01,2.99,23.98,3,0.01,311.19,124.83,82.58,1532,Also Wrap,Snack,Low-Carb,44.02,1610.8,199.06,497.86,Fried,13.46,116.99,2.59,0,Lat Pulldowns,5.01,22.92,Improves unilateral leg strength and balance,356.52,"Triceps, Chest",Kettlebell,Intermediate,Shoulders,Upper,Bicycle crunches
57.93,Male,66.13,1.75,169.15,128.24,57.05,0.64,422.4,Yoga,25.16543632,1.79,1.98,1,21.59,2.97,0,224.1,89.61,59.5,1756,Training Curry,Dinner,Vegetarian,37.15,590.18,59.64,443.98,Grilled,21.15,39.96,4.07,-0.01,Inverted Rows,4,23.09,Combines lower body and upper body strength,328.1,"Legs, Core",Box or Platform,Beginner,Forearms,Wrist Extensors,Leg curls
59.09,Male,65.2,1.52,161.02,161.61,61.31,1.41,1524.07,Strength,31.02924806,2.1,3.01,2.01,28.22,3,0.01,202.23,80.87,53.61,1936,Section Salad,Lunch,Low-Carb,13.33,863.98,268.86,501.69,Roasted,57.2,77.53,3.67,0.01,Plyometric Push-ups,3.99,17.09,Targets biceps and forearms,331.53,"Rear Deltoids, Upper Back",Dumbbells or Barbell,Intermediate,Forearms,Grip Strength,Decline dumbbell press
54.95,Female,49.22,1.76,194.41,161.15,73.1,1.29,851.4,Yoga,20.09195532,2,2.03,1,15.89,3,0,196.82,78.33,52.35,1285,Maintain Rice,Breakfast,Low-Carb,6.51,2156.04,186.67,383.58,Boiled,6.66,97.92,3.12,0,Renegade Rows,4.01,19.02,Improves core stability,365.97,"Biceps, Forearms",Dumbbells or Barbell,Intermediate,Back,Grip Strength,Decline dumbbell press
31.85,Male,68.36,1.92,167.89,164.72,53.99,1.43,1727.15,HIIT,22.74846151,3.51,1.98,1,18.54,3.99,-0.02,234.7,94.09,63.37,1874,Executive Curry,Snack,Balanced,38.28,2308.57,3.13,127.81,Roasted,46.38,57.93,4.43,0,Dips,3.99,14.97,Targets biceps and forearms,368.22,Quadriceps,Wall,Advanced,Arms,Triceps,Dumbbell flyes
22.56,Male,58.34,1.78,184.67,141.12,57.93,1.67,2388.1,HIIT,17.73132705,2.7,5.04,3,18.41,2,0.01,279.72,111.98,75.01,1745,North Rice,Snack,Paleo,12.36,2245.79,54.36,284.11,Grilled,52.01,44.93,3.85,0.99,Resistance Band Pull-Aparts,5,25.02,Builds unilateral leg strength and balance,330.43,"Glutes, Hamstrings","Bench, Barbell",Advanced,Legs,Quads,Hanging leg raises
42.76,Male,70.69,1.66,169.08,150.86,57.84,1,659.4,Yoga,29.06980659,2.61,2,1,25.65,2.99,0.02,270.15,108.63,71.78,1810,Several Soup,Dinner,Keto,39.25,2107.56,139.44,408.73,Roasted,34.35,12.31,1.61,0,Bench Press,5,15.94,Targets obliques and improves core rotation,341.48,"Back, Biceps",Box or Platform,Beginner,Legs,Grip Strength,Fat grip dumbbell curl
18,Female,64.84,1.55,184.15,161.15,59.02,1.41,1521.53,Strength,27.3712136,2.21,3.03,1.99,26.99,1.99,0,240.57,94.41,63.33,1804,Detail Curry,Lunch,Keto,47.31,1920.86,165.03,309.85,Fried,45.54,86.88,4.19,0,Shoulder Press,5,23.05,Strengthens lower abs and hip flexors,360.26,"Upper Chest, Triceps",Box or Platform,Advanced,Arms,Posterior,Barbell curls
54.92,Female,87.23,1.77,176.3,157.17,61.1,1,718.8,Yoga,30.30331923,2.82,3,1.98,27.84,3.01,-0.01,256.55,102.23,67.88,2314,His Rice,Lunch,Paleo,9.36,1740.65,55.18,318.4,Boiled,32,78.65,2.1,0,Pistol Squats,4,20.95,Targets lower chest,338.25,"Core, Lower Back",Bench or Step,Beginner,Abs,Grip Strength,Leg press
34.32,Male,58.99,1.61,177.91,149.67,56.03,1.13,1221.42,Strength,21.7788608,2.42,4.02,2.01,22.76,3.02,-0.01,206.61,82.03,55.17,1910,Plant Wrap,Dinner,Paleo,45.81,1690.69,281.44,211.01,Grilled,38.48,66.83,3.24,0,Bicycle Crunches,4.01,14.97,Builds lower body power,339.63,"Glutes, Hamstrings",Barbell,Intermediate,Shoulders,Triceps,Wrist curl
41.4,Female,95.11,2,179.19,135.72,68.84,1.18,780.22,Yoga,29.89635588,3.7,2.96,1.02,23.78,3,2.98,354.11,142.31,95.47,2715,Animal Pasta,Lunch,Paleo,26.41,585.78,215.18,141.56,Boiled,45.21,8.92,2.28,-0.01,Zottman Curls,3,12.03,Improves coordination and cardiovascular health,260.35,"Obliques, Core",None or Dumbbells,Beginner,Back,Quads,Seated cable rows
20.74,Female,81.27,1.9,193.97,136.9,54.77,1.8,1406.16,Yoga,24.9159116,3.49,3.99,3.02,22.51,3,0.03,162.42,64.53,43.14,2414,Control Salad,Snack,Low-Carb,38.13,946.04,221.35,211.9,Baked,39.47,7.61,4.11,0.01,Zottman Curls,5,18.08,Improves flexibility,354.99,"Quadriceps, Calves, Glutes",Bench or Chair,Intermediate,Shoulders,Lateral,Leg press
43.2,Male,96.21,1.85,186.25,157.09,63.74,1.29,851.4,Yoga,28.85156565,3.38,2,1,28.11,3,0.03,252.22,101.99,66.92,2386,Her Stew,Dinner,Keto,47.64,2293.2,80.88,427.98,Steamed,45.72,62.32,4.38,-0.02,Bear Crawls,3.99,21.98,Targets obliques and improves core rotation,366.46,"Core, Shoulders, Hips",Step or Box,Advanced,Chest,Triceps,Bent-over rows
47,Female,56.12,1.77,198.3,137.58,68,1.2,1298.16,Strength,18.35003134,2.91,4,2.02,17.91,3.01,-0.01,242.33,95.59,64.75,1626,Difficult Wrap,Breakfast,Keto,43.78,2032.3,226.31,441.44,Roasted,25.76,84.95,1.92,0.01,Wall Angels,4.01,17.01,Builds upper body strength,326.08,"Lower Abs, Hip Flexors",None or Dumbbell,Intermediate,Back,Lats,Leg press
35.91,Male,112.19,1.63,164.16,134.82,58.09,1.01,727.2,Yoga,35,3.38,3.99,2,42.23,3,0,199.74,78.54,52.23,3132,Thought Rice,Lunch,Vegan,2.24,660.97,242.36,483.38,Boiled,42.69,103.76,1.81,0,Scissors Kicks,4.01,19.96,Improves back strength and posture,349.87,"Legs, Core","Bench, Barbell",Beginner,Arms,Quads,Leg press
26.36,Male,48,1.77,198.12,120.2,69.04,1.15,1104,Cardio,18.36823532,2.69,3.02,2,15.32,3.01,1,277.88,110.35,73.72,1200,Must Pasta,Lunch,Low-Carb,44.54,625.11,136.71,197.89,Boiled,46.64,9.72,1.19,0.01,Thrusters,3.99,21,Targets lower chest,356.85,"Biceps, Forearms",Cable Machine,Beginner,Back,Triceps,Decline dumbbell flyes
41.8,Male,42.41,1.74,161.22,130.71,71.09,1.05,693,Yoga,19.46607138,1.6,2.97,1,14.01,1.99,0,330.82,132.29,88.16,1300,Soldier Wrap,Breakfast,Keto,11.48,839.83,175.2,260.67,Raw,42.51,39.02,2.17,0.01,Lunges,4.98,16.02,Builds explosive power,342.73,"Core, Lower Back",None or Dumbbell,Advanced,Back,Lateral,Plank
48.89,Female,80.85,1.83,167.22,125.14,73,1.98,1546.78,Yoga,24.27420678,3.49,5.01,3.02,24.14,2,1.01,185.09,74.54,49.53,2217,Thought Soup,Lunch,Paleo,15.92,2290.71,50.18,322.06,Raw,20.53,59.56,3.85,-0.01,Zottman Curls,5,19.06,Builds lower body power and endurance,358.53,"Biceps, Forearms",Wall,Intermediate,Back,Wrist Extensors,Bent-over rows
37.01,Male,76.29,1.77,180.26,127.74,57.2,1.37,1482.07,Strength,24.91698974,2.1,4.01,2.02,24.35,3.02,0.02,232.3,93.21,62,2102,Local Soup,Dinner,Vegan,27.7,386.9,274.1,368,Raw,38.7,39.32,4.86,0.01,Dragon Flags,5.02,16.89,Targets upper chest,356,"Shoulders, Upper Back",Cable Machine or Resistance Band,Intermediate,Back,Anterior,Leg press
38.94,Female,85.9,1.82,191.23,159.78,72.06,1.96,1527.62,Yoga,27.94679068,3.48,4.98,2.99,25.93,3,2.99,252.96,100.21,66.97,2441,Member Curry,Breakfast,Vegetarian,31.18,971.97,192.58,417.57,Raw,57.96,34.32,3.82,0,Plyometric Push-ups,5.03,16.1,Full body workout,342.92,"Biceps, Forearms",Bench or Step,Intermediate,Abs,Lateral,Chest flyes
43.21,Female,54.77,1.73,166.49,165.18,61.91,1.68,1744.51,Cardio,20.08439787,2.69,4.96,2.98,18.3,2.99,1,301.27,121.56,80.58,1717,World Curry,Lunch,Vegan,16.07,86.86,233.59,417.26,Grilled,34.38,41.85,3.31,1,Russian Twists,5,24.95,Enhances full-body coordination and stability,327.37,"Biceps, Forearms",Cable Machine or Resistance Band,Advanced,Back,Wrist Flexors,Triceps dips
18,Female,55.07,1.68,176.1,158.31,70.88,1.25,1647.25,HIIT,22.76099872,2.18,3.98,1.98,19.51,4.02,0.01,253.57,102.4,67.81,1663,Themselves Rice,Lunch,Vegan,18.36,1396.24,126.43,428.5,Raw,30.87,108.35,4.32,0,Dragon Flags,4.02,18.94,Strengthens lower body,340.31,"Biceps, Forearms",Dumbbells or Barbell,Beginner,Chest,Quads,Decline dumbbell press
54.55,Male,86.47,1.76,189.37,157.9,67.78,1.48,1065.6,Yoga,26.36865873,3.41,3.01,2,27.92,2.98,-0.02,296.77,118.18,78.75,2370,Major Stew,Dinner,Balanced,15.53,2419.46,234.59,350.89,Grilled,26.07,67.03,2.72,0,Calf Raises,5.01,17.03,Targets obliques and improves core rotation,339.01,"Shoulders, Triceps",Dumbbells,Intermediate,Shoulders,Middle,Romanian deadlifts
45.15,Female,44.87,1.65,161.63,147.99,70.72,1.44,1428.19,Strength,20.37447276,1.61,2.99,1.02,16.48,2.99,0.02,273.17,109.15,72.57,1311,Race Curry,Breakfast,Vegan,27.11,223.43,186.54,320.08,Steamed,54.1,92.84,2.79,0,Turkish Get-ups,4,16.93,Improves balance and leg strength,347.93,"Quadriceps, Glutes",None or Dumbbell,Advanced,Abs,Grip Strength,Wrist extension
55.84,Male,87.56,1.71,179.89,157.16,60.17,1.69,1980.34,Strength,29.07608959,3.51,3.98,3.02,29.94,3.01,-0.01,285.65,113.95,75.79,2438,Recognize Rice,Breakfast,Balanced,42.76,2098.12,88.98,208.94,Grilled,47.25,55.41,4.44,0,Plyo Squats,2.99,15.12,Builds explosive power,200.66,Triceps,Resistance Band,Beginner,Legs,Lower Chest,Bent-over lateral raises
46.73,Male,69.55,1.76,161.2,136.64,65.96,1.37,986.4,Yoga,22.74528269,2.4,3,2,22.45,2.98,2,326.57,129.69,86.78,1700,Level Soup,Breakfast,Vegan,43.48,1187.69,185.6,202.43,Grilled,8.15,38.83,4.5,0,Leg Raises,5.01,22.98,Strengthens triceps and chest,333.17,"Obliques, Core",Wall,Beginner,Legs,Posterior,Cable crossovers
49.16,Female,84.54,1.68,197.4,162.95,74.05,1.81,2117.7,Strength,33.13204272,3.49,3.98,3,29.95,3.03,2.03,231.34,92.28,61.45,2496,As Soup,Snack,Keto,21.22,1564.26,181.86,136.77,Boiled,57.11,118.38,3.01,0,Bench Press,3.99,16.06,Improves lower back strength,346.58,"Quadriceps, Hamstrings, Glutes",Kettlebell,Advanced,Abs,Lower,Triceps pushdowns
43.45,Female,61.95,1.55,196.07,129.14,66.05,1.4,1346.24,Cardio,28.73542966,2.6,3.98,2.02,25.79,3,0.01,234.34,93.62,62.16,1901,Left Wrap,Breakfast,Vegan,11.97,2195.85,177.86,280.73,Fried,9.98,84.35,4.27,0,Push Ups,4.98,16.07,Targets lower abs,344.16,"Glutes, Hamstrings, Core",Barbell,Advanced,Chest,Posterior,Incline dumbbell flyes
33.02,Female,59.62,1.67,174.57,124.07,55.22,0.9,792,Cardio,24.00317082,1.9,3,1,21.38,1.99,0.03,245.92,98.1,65.05,1648,Few Stew,Snack,Balanced,43.5,2117.89,213.22,401.18,Baked,55.12,6.61,4.69,-0.01,Bulgarian Split Squats,5.03,21.89,Advanced core exercise,360.88,Shoulders,Cable Machine or Resistance Band,Intermediate,Shoulders,Lats,Decline dumbbell flyes
19.74,Male,65.59,1.52,184.95,127.09,50.05,1.03,1359.6,HIIT,27.77288116,2.18,3.98,2,28.39,3.01,0.02,199,78.88,52.83,1656,Even Rice,Lunch,Vegan,18.98,2422.45,167.68,220.27,Roasted,8.9,94.3,1.56,1,Bicep Curls,3,9.97,Builds calf muscles,220.38,"Shoulders, Triceps","Bench, Barbell",Advanced,Shoulders,Triceps,Barbell curls
