FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,GENDER_Male
5,4,3,4,0,5,3,2,2,5,4,7,0,7,0,6,2,5,0,5,2,628.6,True
3,1,5,6,3,5,2,5,1,10,2,5,3,7,0,1,2,3,2,10,3,692.8,False
2,2,3,4,10,5,4,1,2,5,3,7,5,5,0,10,1,3,4,7,1,626.5,True
3,2,5,4,7,6,3,4,1,4,6,8,2,8,2,1,2,1,1,4,2,676.6,False
5,1,10,4,5,10,1,5,2,2,2,2,5,8,0,0,2,8,0,2,3,677.1,True
1,3,0,5,3,3,1,0,2,1,4,1,1,8,7,2,1,6,5,4,1,578.3,False
5,4,6,6,6,2,3,5,1,8,3,10,0,8,5,1,1,6,4,6,2,673.6,False
3,3,2,7,10,4,5,5,1,5,4,10,7,8,0,4,1,8,2,5,1,688.9,False
2,3,10,5,4,4,5,3,1,7,3,3,1,8,2,4,2,10,6,8,1,685.8,False
5,5,8,9,6,10,1,1,2,10,5,6,10,7,7,6,2,8,2,8,3,681.1,False
3,3,10,10,10,10,10,5,1,8,5,4,5,7,7,0,2,10,6,10,2,747.0,False
5,4,7,5,10,10,4,3,2,9,4,5,4,9,10,1,2,7,5,5,2,684.7,False
3,1,1,5,5,3,4,5,1,8,7,5,5,6,7,3,1,7,7,10,3,677.3,True
4,3,3,3,10,10,6,5,1,9,5,10,2,8,5,7,2,4,6,7,2,705.9,False
3,4,4,3,8,10,5,1,2,4,4,5,2,8,6,0,2,1,2,7,1,643.7,False
3,2,4,10,10,6,3,2,1,1,2,10,1,7,0,2,1,1,3,5,2,661.5,False
2,5,2,1,3,5,2,3,2,2,5,10,3,7,5,10,1,6,0,1,1,585.0,False
4,1,8,5,10,2,10,5,2,5,10,4,10,9,3,3,1,8,9,10,1,716.8,False
4,3,5,4,3,2,5,1,2,5,2,5,0,8,5,4,2,7,1,5,2,626.7,False
4,2,3,6,7,2,5,1,1,10,4,3,3,8,0,1,1,6,3,5,1,665.4,True
3,2,8,9,5,7,5,3,1,8,4,9,3,7,7,2,1,6,8,5,1,688.5,False
3,1,5,10,10,5,4,5,1,7,3,8,10,6,0,0,2,10,4,9,3,742.5,True
4,4,2,8,10,6,10,3,2,8,3,7,10,7,0,1,2,4,8,5,2,705.1,False
1,3,2,3,1,10,4,3,1,7,8,6,1,9,0,7,2,4,8,7,0,674.7,False
2,2,4,1,4,3,3,0,2,6,1,5,2,7,10,2,2,10,3,6,2,619.7,False
3,5,10,10,5,10,2,4,2,2,1,8,5,7,0,1,2,10,2,4,2,681.5,False
3,5,5,10,10,7,0,5,2,0,3,4,4,6,0,6,2,7,10,3,2,663.5,False
2,2,3,5,8,9,7,4,1,8,8,6,8,7,2,4,2,6,5,9,2,718.5,True
1,4,3,6,10,3,3,0,1,7,2,2,2,6,10,7,1,6,2,5,1,603.6,False
5,3,6,10,10,8,10,4,1,7,5,6,5,8,6,2,2,10,7,10,3,744.2,False
5,5,0,4,10,10,5,5,1,10,2,4,6,8,0,2,2,10,2,7,2,709.8,False
2,4,2,1,1,1,1,0,1,1,4,5,2,9,5,0,1,2,7,10,2,609.9,True
2,1,4,10,4,10,10,2,1,10,6,10,4,6,7,2,2,7,4,4,2,710.6,True
2,3,10,6,10,5,4,4,2,7,3,7,5,7,2,6,2,7,5,5,3,681.3,False
5,2,4,2,0,1,0,1,1,3,0,6,0,7,10,0,2,5,1,10,3,626.7,True
1,5,4,4,8,10,7,5,2,3,7,6,3,6,0,9,2,5,2,2,1,648.6,False
2,2,1,2,1,1,2,2,1,7,1,5,10,6,10,7,1,4,10,7,1,621.2,True
3,4,2,6,3,8,3,1,1,7,6,6,1,9,8,2,2,5,2,2,0,649.2,False
2,4,10,5,3,8,7,4,2,8,8,10,5,8,0,3,2,10,6,10,0,716.1,False
5,2,10,6,10,10,6,5,2,7,4,10,2,7,0,2,2,10,1,10,1,729.5,False
5,2,10,10,4,10,3,5,1,7,8,5,6,9,4,1,2,10,1,4,1,730.6,False
4,3,4,8,10,8,5,3,1,7,6,1,7,6,3,3,2,10,7,5,2,708.8,False
3,3,5,3,7,9,9,3,2,9,9,5,9,7,0,1,2,9,7,10,3,721.7,True
1,2,3,2,10,8,5,0,1,7,6,10,2,5,10,1,2,4,6,3,1,662.8,False
3,4,7,1,2,2,0,1,1,2,0,2,3,7,0,5,2,3,0,3,2,608.9,False
5,1,5,10,10,3,5,1,1,6,2,5,3,8,0,0,2,1,3,10,3,701.5,False
3,5,5,5,9,8,6,4,2,5,1,4,0,6,10,3,2,10,2,2,2,638.0,False
2,3,3,7,10,7,1,3,2,8,0,6,2,8,2,2,2,6,4,3,1,657.5,False
5,4,9,5,8,10,8,1,1,5,6,7,8,6,10,0,2,10,10,5,1,718.5,True
2,2,4,5,4,5,1,5,2,6,4,3,4,7,0,0,2,10,8,7,3,678.8,False
3,4,1,7,5,8,2,5,1,9,3,5,2,5,10,7,1,3,1,5,2,626.1,False
4,3,4,5,10,10,7,4,1,8,4,3,7,5,0,2,2,5,8,10,3,722.6,False
5,2,5,8,10,7,5,5,1,5,7,10,5,7,0,3,2,5,5,8,3,734.6,False
2,5,3,4,10,5,2,5,1,0,1,3,1,8,10,10,2,4,0,3,2,611.0,False
2,5,3,6,3,5,2,1,1,7,2,7,1,10,10,3,2,2,1,4,1,625.8,False
0,2,0,3,3,10,7,2,1,5,2,4,6,6,10,3,2,5,3,5,1,641.4,False
2,5,5,6,3,5,2,1,1,7,2,7,1,10,10,3,1,2,2,3,1,612.2,False
1,2,10,5,3,2,5,2,1,8,1,5,2,7,0,0,1,7,1,4,2,652.0,False
3,1,1,6,7,1,4,5,1,8,2,6,4,8,0,4,2,8,8,8,1,701.7,True
3,1,10,7,5,4,2,2,2,6,3,2,3,8,0,7,2,10,1,7,1,663.5,False
2,4,1,5,5,2,4,2,2,5,0,9,3,7,1,10,2,8,0,4,2,618.8,False
3,1,10,7,10,10,9,3,2,7,3,7,5,5,0,1,2,10,4,7,3,721.7,True
1,0,10,10,10,1,3,5,2,8,1,2,4,8,10,10,2,3,8,2,3,651.6,False
5,2,1,2,6,2,2,4,1,8,5,10,1,6,0,2,2,9,5,7,3,693.6,False
3,2,3,8,10,10,4,5,1,10,4,5,2,9,4,10,2,10,7,7,2,711.9,False
3,4,4,5,10,3,1,5,2,5,1,4,2,7,10,3,1,3,1,7,2,611.0,False
1,3,3,2,10,5,2,2,1,6,1,2,2,8,0,5,2,10,4,2,2,651.6,False
4,0,3,5,2,2,4,0,2,8,4,3,1,7,0,1,2,9,4,3,3,651.6,True
5,0,9,10,10,10,10,4,1,10,10,10,10,7,0,0,2,6,10,10,3,802.6,False
3,1,8,4,4,10,5,2,1,7,8,10,1,8,0,2,1,7,2,7,2,695.7,False
1,5,1,6,7,3,2,2,2,2,6,5,1,6,2,2,2,1,4,4,1,614.4,False
1,3,10,10,3,1,10,1,2,8,5,5,4,8,3,5,1,10,10,10,1,672.6,False
4,3,6,6,6,10,10,5,2,7,4,8,3,6,0,3,1,5,2,7,2,681.3,False
4,3,6,6,6,9,7,3,2,6,8,6,4,9,2,5,2,6,7,7,1,696.8,False
2,0,1,10,10,10,6,4,2,8,6,10,5,10,0,1,2,1,8,10,2,728.4,False
4,5,10,5,10,10,10,5,2,10,10,10,10,7,0,1,2,5,10,10,3,758.4,False
2,5,8,4,7,10,4,2,2,4,2,8,1,7,5,1,2,5,1,2,2,640.7,True
2,2,4,9,10,2,5,5,2,7,6,3,3,6,8,1,2,8,5,8,3,676.9,True
1,2,3,5,0,3,2,0,1,7,1,1,5,8,5,0,1,3,2,3,1,607.2,False
3,2,8,9,9,9,7,2,1,7,6,10,5,8,8,2,2,10,8,6,3,731.4,False
2,2,10,4,6,3,2,1,2,6,3,8,0,7,0,7,2,4,2,3,2,637.3,False
3,4,8,9,10,4,6,5,1,6,5,3,9,8,2,0,2,8,8,4,2,723.2,False
0,2,1,10,10,10,6,3,1,7,2,5,3,8,10,1,1,10,6,8,1,677.7,False
4,1,5,8,8,10,8,1,2,8,8,6,9,8,0,4,2,6,7,8,2,722.1,False
3,4,2,1,2,10,1,2,1,2,0,7,0,6,5,2,2,3,1,1,1,616.5,False
3,5,0,3,0,2,0,0,1,2,0,2,0,6,0,0,2,2,0,10,2,601.9,True
1,1,10,10,10,10,10,5,1,8,7,3,10,7,0,1,2,10,2,10,1,760.4,True
1,4,4,5,8,10,4,3,2,8,6,6,5,8,5,1,2,4,8,7,1,677.9,False
3,3,10,3,10,4,1,2,2,7,5,5,0,8,0,3,2,8,0,10,1,669.2,False
3,4,3,6,6,10,5,3,2,1,5,3,10,4,5,2,1,7,7,5,1,645.9,True
2,1,7,5,3,3,3,1,1,7,1,8,1,8,2,3,1,3,2,7,1,644.3,False
1,2,1,7,7,10,0,0,1,7,2,2,4,8,0,1,2,7,2,3,2,660.1,True
2,5,4,5,8,6,6,2,2,7,1,1,10,7,0,7,1,6,2,9,1,635.9,False
2,3,7,4,3,6,7,4,1,8,4,7,5,6,6,2,2,8,3,7,0,687.9,True
5,3,5,3,3,5,2,5,1,7,2,10,1,5,0,3,2,5,1,10,3,683.2,False
4,4,3,4,3,2,0,5,1,6,1,2,1,9,5,10,1,3,1,10,1,614.4,False
5,3,0,1,0,10,0,3,2,4,1,1,0,7,10,1,2,5,0,0,3,593.4,True
3,2,8,6,5,6,6,1,2,9,1,8,5,7,0,0,2,10,1,4,1,683.2,True
3,1,8,10,10,10,6,5,1,6,2,10,7,7,0,1,2,10,2,8,3,749.9,False
2,3,3,3,6,3,8,3,2,7,5,3,5,6,10,7,2,4,6,3,2,629.3,False
2,1,5,4,0,2,3,0,1,5,2,1,5,8,3,0,1,3,2,2,1,615.7,False
4,5,10,8,10,10,3,5,2,3,2,8,5,7,0,5,2,5,5,4,1,688.3,False
4,5,10,8,10,10,5,5,2,3,2,8,5,7,0,4,2,6,6,4,1,696.8,False
2,2,7,7,10,5,10,5,2,6,6,5,10,4,0,3,2,10,10,5,2,719.4,False
5,2,10,8,7,4,7,5,1,9,4,4,10,7,0,1,1,7,3,4,1,714.7,True
3,3,2,10,10,10,7,2,2,8,8,8,5,7,0,0,1,10,3,9,1,701.9,True
4,4,4,8,2,9,3,2,1,8,3,2,2,8,5,1,2,6,5,3,1,666.9,False
4,2,4,4,4,3,5,3,1,5,7,5,5,9,6,2,2,3,3,8,1,677.9,False
2,3,6,5,8,9,8,4,1,7,7,6,5,7,7,1,2,6,7,5,2,706.6,True
5,5,5,2,10,10,5,5,1,6,5,10,0,7,0,5,1,10,1,10,1,693.8,False
1,2,3,3,7,3,4,3,1,1,2,1,0,7,0,2,1,3,6,10,1,634.2,False
1,3,5,7,5,9,6,3,1,7,4,7,3,8,0,2,2,6,2,10,0,698.5,False
4,3,4,3,3,10,2,3,2,7,1,10,0,7,0,1,2,8,6,3,2,668.3,False
3,3,4,10,8,9,2,5,2,1,4,10,0,7,5,4,2,8,3,1,1,663.2,False
4,5,7,10,5,7,5,5,2,3,5,8,2,6,0,2,2,10,10,10,1,706.8,False
2,2,4,7,4,3,7,3,1,7,3,6,3,5,3,0,2,2,8,4,1,675.6,True
2,1,7,3,3,3,0,3,1,4,1,5,1,8,9,1,2,0,1,5,2,630.1,False
4,4,3,5,10,3,3,5,1,9,10,1,4,8,5,4,2,10,0,2,2,680.3,False
4,4,0,7,4,3,7,3,2,8,5,6,3,7,7,4,2,8,5,5,1,653.9,False
2,3,5,1,3,2,2,2,1,4,1,3,7,8,0,3,1,4,1,7,2,626.3,False
3,5,10,8,10,10,10,0,2,10,8,7,1,6,0,3,2,3,1,4,2,684.5,False
1,1,8,3,2,3,7,1,2,5,0,6,5,8,10,2,2,4,2,10,3,637.1,True
3,1,0,7,10,4,4,3,2,7,0,3,0,6,5,3,2,4,0,7,1,637.8,True
1,2,1,7,3,2,4,2,1,6,4,2,10,8,0,1,2,2,8,5,1,670.3,False
2,5,0,1,1,0,1,0,2,0,2,1,0,3,10,10,1,2,1,0,2,504.2,False
2,5,2,4,2,10,1,2,1,2,4,3,3,8,6,5,2,10,1,3,1,631.4,False
5,4,8,7,10,10,2,2,2,9,1,9,2,7,5,1,2,10,5,3,1,688.5,False
5,5,2,4,10,4,4,2,2,3,8,2,3,6,0,10,2,3,8,4,3,639.3,False
5,4,10,5,5,2,5,3,1,8,2,7,2,7,0,2,2,10,2,10,1,701.7,False
2,0,10,6,8,6,4,1,1,2,2,5,5,8,7,0,2,10,5,5,3,691.3,True
3,1,5,2,2,1,0,0,1,1,3,8,0,8,0,2,2,0,4,10,3,642.6,False
2,2,2,10,6,10,1,3,1,5,4,10,5,10,10,1,2,10,7,10,1,709.7,False
4,2,7,3,3,6,2,5,2,4,1,3,3,6,0,2,1,2,3,5,2,631.0,False
3,3,0,6,4,10,0,5,1,3,0,10,10,7,5,1,2,4,2,7,2,678.5,True
3,4,10,6,10,4,10,0,2,10,6,6,5,7,0,0,2,10,2,10,1,706.6,True
2,1,1,3,2,10,4,1,2,7,3,3,1,7,2,3,2,8,2,8,2,644.8,False
1,4,5,4,8,5,5,5,1,7,8,10,5,8,0,7,1,7,6,8,1,688.9,False
3,3,5,5,5,4,5,3,2,6,6,4,4,5,4,5,2,5,4,6,0,649.7,False
3,4,3,3,2,2,2,3,2,1,3,1,1,5,8,3,1,4,0,3,1,567.5,False
2,2,2,10,10,10,5,5,2,6,8,8,10,8,0,1,2,10,8,7,3,736.1,True
2,4,6,5,10,10,2,5,2,7,3,5,4,6,7,2,2,6,6,5,3,668.8,True
2,5,3,6,5,3,0,0,2,4,3,2,8,6,10,5,2,10,10,10,1,629.1,False
3,5,2,10,10,7,7,0,2,8,10,6,3,6,10,10,1,10,3,10,2,645.2,True
2,4,10,4,10,4,6,3,1,8,4,10,5,7,2,2,1,10,3,4,1,688.7,False
3,2,5,10,5,4,6,5,2,9,4,2,5,7,5,1,2,10,1,10,3,688.8,True
3,4,3,5,7,4,6,5,2,7,4,6,5,7,7,5,2,10,2,5,2,660.7,True
4,1,5,4,6,10,5,2,2,9,1,1,2,7,0,2,2,4,1,5,1,661.4,False
2,2,10,10,10,7,4,4,1,7,3,10,5,8,0,1,2,8,3,7,2,733.1,False
2,3,2,5,6,2,6,3,2,8,3,9,5,7,6,5,2,5,2,3,2,642.6,True
1,3,2,3,3,2,0,1,1,8,6,8,10,7,0,5,2,3,5,3,1,654.3,False
5,2,10,10,10,3,5,4,1,9,3,3,8,5,0,0,2,6,4,8,3,729.4,False
2,3,3,4,2,7,2,2,2,7,4,8,5,7,10,2,1,4,2,4,1,613.5,False
3,4,6,6,5,5,5,3,1,5,4,7,7,6,3,4,1,7,6,8,0,672.6,False
2,2,5,4,10,10,3,2,2,7,6,2,2,8,0,1,2,5,7,4,2,675.4,False
3,0,10,4,4,5,5,1,1,10,1,5,4,6,1,3,2,10,1,10,0,697.7,False
2,3,9,2,2,2,2,3,1,7,5,6,4,7,0,1,2,5,2,7,1,670.9,False
5,2,8,6,10,6,8,3,2,8,6,3,1,8,0,2,2,10,7,8,1,714.7,False
5,5,10,1,10,10,8,5,2,8,9,10,3,8,4,1,2,10,4,10,3,728.0,False
2,4,2,5,4,2,5,4,2,3,3,1,3,7,5,6,1,3,3,3,2,591.7,False
3,2,3,5,8,7,7,4,2,9,9,3,4,5,4,5,2,6,3,5,3,673.3,False
3,1,5,6,3,2,1,2,2,1,1,3,2,8,0,6,2,4,1,3,1,617.8,False
3,2,0,0,10,0,2,5,2,7,10,1,10,10,0,1,2,10,1,10,2,685.8,False
2,3,1,3,4,2,2,4,1,2,2,1,2,6,3,3,1,4,2,5,2,606.8,False
1,1,3,6,9,5,8,3,1,6,6,5,8,7,2,1,2,8,8,8,1,716.6,True
3,2,7,8,10,7,7,5,1,6,2,10,10,8,0,3,1,3,3,10,2,717.8,False
0,4,10,2,5,5,0,0,1,8,3,2,5,5,0,2,1,0,0,4,0,611.9,False
0,4,10,2,5,5,0,0,1,8,3,2,5,5,0,2,1,0,0,4,0,611.9,False
3,5,5,7,7,1,3,5,2,3,2,5,1,6,0,6,2,10,3,4,3,643.3,False
4,5,0,5,2,3,3,2,2,4,3,4,10,6,5,4,1,2,8,3,2,607.4,True
4,2,7,10,10,10,10,5,2,8,8,10,5,9,9,1,2,9,8,10,1,748.6,False
3,5,3,9,6,7,4,2,1,6,5,5,1,6,10,6,2,5,3,8,1,651.8,False
4,3,7,4,10,6,4,5,1,8,1,8,2,7,3,2,2,6,4,8,1,703.6,True
4,3,5,9,10,8,8,4,2,5,3,3,2,8,2,7,2,5,6,2,2,673.9,True
2,5,1,10,2,5,0,2,2,5,1,3,5,8,10,4,1,3,2,4,2,585.5,False
1,3,2,6,8,4,7,1,2,8,3,5,3,10,2,3,1,1,8,3,1,633.9,False
5,4,0,4,10,9,3,5,1,7,5,10,10,6,0,3,1,3,3,6,1,691.9,False
3,3,4,4,4,10,1,0,1,7,5,4,4,8,0,1,2,3,6,3,1,669.0,False
4,2,4,6,5,6,2,5,2,8,5,8,6,6,3,7,2,6,0,4,1,666.0,False
4,4,3,3,7,10,8,3,2,9,3,10,5,8,10,0,2,10,6,5,3,688.9,True
2,2,2,1,2,1,3,2,2,7,8,3,0,8,0,1,2,5,6,7,3,641.6,False
5,3,3,2,6,4,6,1,2,6,2,10,5,6,0,4,1,7,4,8,3,651.1,False
3,1,4,10,10,10,2,3,1,6,3,7,3,7,0,1,2,7,8,4,1,717.0,False
2,3,2,10,10,10,5,3,2,6,8,5,10,8,10,2,1,10,8,8,3,686.2,False
3,4,10,10,10,8,8,5,2,6,1,10,8,6,0,7,2,10,6,7,1,719.1,False
3,3,1,8,10,10,5,2,2,7,4,4,10,7,0,0,2,5,3,6,3,689.2,False
2,3,3,3,9,4,3,5,1,10,5,10,4,5,9,9,1,7,8,5,1,659.4,True
1,5,0,8,10,10,2,1,2,9,3,10,1,10,7,3,2,10,10,0,2,662.1,True
1,3,3,4,5,10,2,0,2,6,8,10,0,6,0,7,2,4,2,7,2,642.6,False
5,5,10,5,10,10,10,5,1,7,7,10,10,6,0,6,1,10,10,10,3,749.7,False
4,3,4,2,5,2,3,2,2,6,2,4,0,7,3,1,2,2,3,4,2,624.6,False
2,4,0,3,5,10,2,0,2,9,4,4,5,6,0,2,2,2,4,10,3,644.8,False
2,1,4,10,3,7,3,0,1,6,2,8,3,7,0,6,1,4,3,10,1,659.4,True
2,2,4,4,1,4,2,0,2,6,2,5,3,8,0,4,2,5,3,8,2,633.5,True
2,1,1,10,3,4,0,0,2,9,0,1,3,8,10,1,2,1,0,1,3,600.4,False
4,1,10,7,10,10,4,5,1,2,3,8,2,6,0,2,2,5,4,7,1,720.4,False
1,2,5,10,10,7,0,5,2,2,3,4,3,4,10,0,1,8,5,7,1,641.0,True
5,3,10,3,1,10,1,3,1,0,4,10,2,8,0,6,2,10,1,5,2,682.1,False
2,2,5,10,10,8,4,2,1,2,5,5,2,8,0,5,2,8,4,5,2,691.3,False
3,4,3,6,10,10,2,5,2,5,2,10,0,7,10,2,2,10,4,7,2,670.0,False
2,3,3,7,3,4,0,2,1,3,3,4,2,6,4,0,2,0,2,3,0,627.8,False
2,1,0,3,3,10,8,0,1,5,3,10,5,7,10,0,2,5,4,3,1,663.2,True
1,3,10,3,5,7,0,1,1,3,0,6,0,7,0,1,2,2,0,8,2,645.4,False
5,1,6,7,5,2,6,2,1,8,5,8,9,7,0,1,2,8,8,3,2,722.3,True
3,1,10,5,10,10,10,5,2,5,5,7,5,7,0,3,2,10,7,10,1,737.4,False
2,2,6,6,8,5,5,1,2,8,2,8,4,7,0,4,2,5,7,9,3,679.8,True
4,1,7,7,5,7,3,2,1,5,6,4,8,7,0,4,2,10,1,10,3,709.6,False
4,4,4,6,4,6,4,5,2,7,4,7,7,8,5,4,2,10,1,2,2,667.9,True
3,4,8,10,10,10,9,5,1,9,7,7,10,7,2,5,2,6,9,7,2,751.0,False
4,4,4,6,4,5,4,5,2,7,1,7,5,7,5,3,2,10,1,2,2,657.5,True
4,3,5,6,9,7,10,2,1,6,1,7,2,7,0,3,2,10,2,6,1,701.7,False
3,2,5,10,10,10,1,5,2,4,5,1,4,8,0,1,1,7,3,5,1,671.8,False
5,2,5,8,7,3,3,1,1,4,7,7,4,9,8,2,2,10,2,10,2,695.3,False
1,1,0,3,2,4,5,3,1,5,3,2,5,8,0,1,1,5,0,7,1,638.0,True
5,4,2,4,10,10,10,3,1,8,6,6,9,6,10,10,2,10,6,10,2,708.1,True
0,4,8,3,3,4,0,4,2,7,3,1,0,6,3,1,2,3,1,5,2,613.6,True
3,3,3,7,5,8,2,3,1,9,3,7,2,6,4,5,1,7,5,8,2,664.1,True
1,1,4,5,10,10,3,3,1,9,10,3,3,8,9,0,2,3,9,10,1,706.2,False
3,3,1,5,3,5,2,2,1,5,2,3,7,5,0,9,2,5,3,3,2,637.6,False
1,4,3,4,5,4,4,2,1,4,1,10,2,7,0,0,1,10,2,7,1,651.3,False
1,2,2,3,3,0,1,2,1,2,0,4,0,6,0,2,1,3,0,0,1,587.0,False
4,1,5,1,7,5,2,5,1,7,5,1,10,9,0,1,2,1,0,5,2,687.3,False
2,4,2,4,4,6,4,2,1,6,4,4,2,7,10,3,1,5,4,3,1,617.8,True
1,5,1,5,6,3,2,5,2,5,0,2,0,7,5,3,2,2,1,10,2,610.6,False
2,3,4,3,3,5,3,5,1,2,1,8,5,8,0,1,2,3,3,5,1,666.4,True
5,3,1,1,5,1,9,3,2,3,2,1,10,6,5,1,2,6,7,10,1,657.8,True
2,4,1,5,4,2,2,5,1,7,2,1,0,6,5,1,2,10,1,5,3,640.8,False
2,3,10,7,5,5,2,2,1,4,3,7,10,7,0,2,2,10,1,4,1,691.5,False
3,3,2,3,3,1,5,5,2,8,6,6,5,9,2,2,2,10,8,10,3,686.6,True
5,2,10,4,3,6,2,5,1,5,2,8,0,8,0,0,2,5,2,3,1,690.2,True
3,4,8,4,7,10,6,3,2,6,6,8,6,7,0,2,2,2,6,6,3,690.0,False
3,3,2,5,3,10,9,0,1,6,1,5,7,8,0,3,1,4,1,8,2,659.0,False
5,3,10,9,10,10,3,5,1,6,2,6,10,8,0,4,2,7,7,6,1,740.8,False
5,1,5,10,10,10,7,2,1,7,2,10,10,5,6,2,2,10,4,7,2,735.9,False
4,2,4,4,4,6,2,1,1,8,2,10,2,8,0,5,2,2,2,5,2,666.8,False
4,2,4,4,4,6,2,1,1,8,2,10,2,8,0,5,2,2,2,5,2,666.8,False
3,1,2,2,4,3,2,5,2,8,5,4,5,8,0,2,2,10,1,5,3,667.3,False
2,5,2,3,6,3,3,5,2,4,1,2,1,7,4,2,2,4,2,4,2,614.0,False
2,2,3,10,10,10,6,4,1,5,8,9,5,7,0,3,1,3,8,5,1,707.2,False
4,4,5,8,2,5,3,5,1,9,6,6,6,8,2,2,2,5,4,6,3,698.3,False
3,4,6,8,4,2,2,2,1,7,1,6,0,7,5,5,2,1,1,10,2,643.7,True
1,4,1,4,5,4,1,1,2,4,1,4,3,5,0,5,1,3,2,2,2,580.0,False
3,2,2,10,6,10,4,5,2,5,8,3,5,8,0,1,2,10,8,8,3,713.0,True
1,1,10,9,7,3,4,2,1,9,8,10,3,7,0,1,2,5,8,4,2,717.6,False
4,4,7,2,4,9,3,4,2,8,1,10,3,8,0,1,2,8,3,7,3,683.8,True
3,1,2,3,10,10,2,3,2,9,5,10,5,8,0,1,1,4,6,7,2,683.8,False
2,5,0,2,2,3,5,2,1,4,2,1,4,8,5,4,1,5,2,1,1,593.6,False
5,3,4,5,5,4,7,3,2,7,2,3,3,7,2,5,1,6,2,6,3,638.0,False
5,2,3,7,4,7,10,5,2,9,9,10,5,8,0,2,2,10,8,7,2,736.5,False
4,1,4,4,2,2,1,4,2,3,2,6,3,6,3,4,2,3,2,7,3,635.0,False
4,3,3,10,7,4,0,5,1,5,1,3,0,7,10,5,1,10,1,10,3,644.8,True
3,3,6,2,0,2,2,0,1,8,2,3,0,8,0,4,1,8,2,10,3,629.7,False
3,4,3,4,8,8,3,5,2,9,2,6,1,7,0,8,2,8,1,3,2,653.9,True
2,3,3,4,10,10,4,3,1,7,3,4,5,8,0,1,2,6,3,2,2,686.0,False
2,1,5,5,3,10,4,0,1,8,2,8,3,8,0,2,2,3,3,7,1,681.7,True
5,1,3,9,10,10,2,4,1,8,3,5,3,8,0,2,2,3,5,10,3,721.9,False
5,3,5,8,5,10,4,5,2,7,4,5,5,6,10,2,2,6,6,10,2,687.5,False
5,0,10,5,3,7,8,3,1,9,4,9,10,8,0,4,2,7,5,9,3,744.8,True
5,3,7,6,10,6,7,3,2,10,6,6,6,8,4,10,2,10,10,6,2,706.8,False
5,5,7,3,10,4,0,5,1,9,2,9,6,7,5,3,2,9,2,10,3,700.4,False
2,2,3,10,10,3,4,5,2,2,2,1,1,6,0,1,2,5,9,10,1,673.1,True
1,2,3,8,4,4,5,2,2,4,1,2,5,8,5,1,1,4,3,8,1,622.7,False
5,1,3,6,4,4,6,2,1,7,2,8,2,7,0,2,2,3,8,9,1,698.5,False
1,5,0,3,5,3,1,0,2,3,3,7,0,8,0,5,1,5,1,5,2,582.9,False
2,1,0,3,2,10,2,2,1,10,4,5,5,6,4,2,1,1,6,5,1,646.7,True
3,1,5,10,10,10,8,4,2,7,4,8,6,6,3,1,1,3,6,10,1,701.7,False
5,5,5,10,5,4,4,3,1,10,5,10,1,8,0,3,2,4,1,7,1,695.7,False
3,3,7,4,4,3,4,0,2,4,1,8,4,9,0,3,2,10,4,3,0,653.0,False
3,2,0,4,10,2,0,4,1,5,0,10,0,8,10,2,1,4,0,4,1,624.3,False
5,2,4,10,5,8,2,2,1,4,3,2,2,7,3,3,1,6,3,10,1,665.0,False
2,5,4,2,2,10,8,3,2,9,1,10,10,8,0,3,2,7,1,10,3,682.1,True
2,3,10,10,8,7,10,5,2,9,9,4,6,9,0,4,2,10,6,7,2,732.1,False
3,3,10,2,10,6,4,1,1,5,4,7,2,8,0,2,2,2,6,10,1,693.4,False
2,2,6,8,10,7,6,5,2,8,6,5,4,9,0,2,2,4,3,7,2,701.7,False
1,3,0,1,2,0,1,0,1,3,2,1,2,8,0,3,1,10,2,3,1,593.6,False
2,4,1,10,10,10,2,3,2,9,5,2,1,7,7,1,2,6,5,3,3,656.5,True
1,1,10,8,3,8,1,5,1,0,3,1,1,10,0,1,1,5,1,3,1,653.5,True
1,1,10,8,3,8,1,5,1,0,3,1,1,10,0,1,1,5,1,3,1,653.5,True
2,4,2,5,7,4,2,3,1,3,4,2,2,7,0,3,2,10,2,5,1,654.8,False
2,3,3,5,5,7,3,3,1,7,3,7,8,7,10,3,2,3,1,3,2,654.1,True
2,2,2,4,10,10,3,2,2,8,5,8,5,6,0,5,2,3,8,3,2,672.8,True
2,1,2,6,2,5,1,2,1,8,5,8,4,8,0,3,1,4,6,9,2,668.1,False
3,3,1,6,2,3,2,2,2,4,1,4,5,8,3,3,2,3,3,9,2,629.9,True
1,3,1,1,2,4,3,2,2,8,7,5,5,8,0,2,2,3,1,3,0,630.1,False
4,3,3,3,10,7,8,2,2,8,4,6,6,7,0,3,2,10,3,10,2,696.4,False
5,5,10,10,10,10,10,5,2,10,10,10,10,10,10,10,2,10,10,10,1,752.2,True
3,3,8,5,2,6,6,1,1,5,1,4,8,7,0,1,2,7,5,7,2,685.8,True
